Word,Length,Age_Of_Acquisition,LDT
extraneous,10,13.69,807.5559999999999
extraordinary,13,9.32,883.71
extrapolate,11,15.67,843.4
extrapolated,12,15.67,1058.5
extrapolation,13,14.57,1062.222
extrapolations,14,14.57,1095.471
extras,6,8.119,734.375
extrasensory,12,12.79,1136.762
extraterrestrial,16,9.11,1011.621
extravagance,12,10.74,808.1030000000001
extravagant,11,9.68,896.433
extravaganza,12,10.74,929.875
extravaganzas,13,10.74,1282.524
extreme,7,9.47,694.394
extremes,8,9.47,737.2940000000001
extremism,9,14.24,949
extremist,9,11.78,776.1
extremists,10,11.78,795.559
extremities,11,11.26,747.8389999999999
extremity,9,11.26,752.7880000000001
extricate,9,14.94,778.148
extrication,11,13.73,946.9
extrovert,9,12.05,781.2669999999999
extrusion,9,12.93,908.069
exuberance,10,13.39,1046.308
exuberant,9,10.94,783.8149999999999
exude,5,13.3,791.143
exuded,6,13.3,833.8669999999998
exultant,8,14.59,963.148
exultation,10,13.43,845.318
eye,3,3.75,526.1940000000001
eyeball,7,3.83,630.121
eyeballs,8,3.83,684.485
eyebath,7,12.43,961.36
eyebrow,7,5.5,639.1519999999999
eyebrows,8,5.5,699.029
eyedrop,7,7.39,699.324
eyeful,6,8.61,766.8209999999999
eyeglass,8,6.33,834.212
eyeglasses,10,4.9,727.645
eyeing,6,3.75,714.75
eyelash,7,5.8,656.324
eyelashes,9,5.8,693.3639999999999
eyeless,7,8.42,809.8
eyelid,6,6.33,682.848
eyelids,7,6.33,656.118
eyeliner,8,10.63,786.0880000000001
eyepiece,8,9,725.0619999999999
eyes,4,3.443,548.1469999999999
eyeshot,7,11.88,718.531
eyesight,8,7.59,675.3119999999999
eyesore,7,8,766
eyestrain,9,12.11,823.115
eyeteeth,8,10.2,829.619
eyetooth,8,10.2,886.56
eyewash,7,11,797.353
eyewitness,10,9.28,853.258
fable,5,8.56,662.9119999999999
fabled,6,10,839.038
fables,6,8.56,681.2810000000001
fabric,6,6.68,618.515
fabricate,9,11.72,672.03
fabricated,10,11.72,728.8969999999999
fabricating,11,11.72,706.636
fabrication,11,12.89,763.324
fabrics,7,6.68,680
fabulous,8,7.83,731.548
facade,6,13,831.9619999999999
facades,7,13,906.2
face,4,3.75,551.156
faced,5,3.75,607.303
faceless,8,10.26,630.529
faces,5,3.75,601.4689999999999
facet,5,10.28,711.56
facetious,9,14.81,940
facets,6,10.28,789.536
facial,6,10.28,644.424
facile,6,14.07,711.9169999999999
facilitate,10,12.84,694.212
facilitated,11,12.84,820.448
facilitates,11,12.84,803.094
facilitating,12,12.84,831.633
facilitation,12,14.41,912.103
facilities,10,9.26,733.5669999999999
facility,8,9.26,641.576
facing,6,3.75,590.4669999999999
facsimile,9,14.14,878.621
fact,4,6.47,560.4119999999999
faction,7,11.67,806.833
factions,8,11.67,840.88
factor,6,9.72,639.324
factories,9,6.89,638.853
factors,7,9.72,630.387
factory,7,6.89,608.419
facts,5,6.47,628.235
factual,7,10.25,724.5
faculties,9,10.16,727.536
faculty,7,10.16,632.2730000000001
fad,3,10.25,718.0649999999999
fade,4,6.95,563.029
faded,5,6.95,621.265
fading,6,6.95,667.968
fads,4,10.25,737.633
fail,4,6,692.486
failed,6,6,621.2
failing,7,8.129,746.719
fails,5,6,629.323
failure,7,8,751.2940000000001
failures,8,8,651.6669999999999
faint,5,7.53,601.625
fainted,7,7.53,639.333
faintest,8,7.53,756.2800000000001
fair,4,5.67,552.968
fairer,6,5.67,813.69
fairest,7,5.67,711.3549999999999
fairground,10,7.22,731.5
fairies,7,5.17,725.242
fairness,8,5.61,673.727
fairs,5,5.67,657.656
fairway,7,10.72,681.656
fairways,8,10.72,734.303
fairy,5,5.17,650.727
fairyland,9,8.22,730.161
fairytale,9,4.95,756.121
faith,5,7.62,573.25
faithful,8,8.42,635.6569999999999
faithless,9,9.83,788.943
faiths,6,7.62,647.6880000000001
fake,4,5.83,589.8
faked,5,5.83,590.091
faker,5,7.28,684.594
falcon,6,7.42,739.097
falconry,8,11.54,754.2860000000001
fall,4,4.71,549.4
fallacious,10,13.4,819.8149999999999
fallacy,7,13.83,745.231
fallen,6,4.71,648.943
fallible,8,12.12,779.6
falling,7,4.71,620.1880000000001
fallout,7,10.67,731.6669999999999
fallow,6,12.81,758.5880000000001
falls,5,4.71,595.486
FALSE,5,6.723,718.0649999999999
falsehood,9,11.94,722.939
falsehoods,10,11.94,764.519
falsetto,8,11.88,798.5
falsification,13,11.63,888.3209999999999
falsify,7,12.47,742.929
falsifying,10,12.47,945.957
falsity,7,12.07,1015.32
falter,6,13.33,767.2900000000001
faltered,8,13.33,748.88
falters,7,13.33,828.533
fame,4,7.26,628.879
famed,5,9.89,735.406
familial,8,12.11,830.824
familiar,8,7.21,718.484
familiarity,11,12.1,786.1880000000001
familiarize,11,10.63,865.0649999999999
families,8,3.38,697.719
family,6,3.38,622.029
famine,6,10,744.882
famish,6,9.39,798.5169999999999
famous,6,6.84,649.9119999999999
fan,3,5.63,546.824
fanatic,7,11.71,820.2810000000001
fanatical,9,12.89,859.333
fanaticism,10,15,1076.45
fanatics,8,11.71,717.8619999999999
fancied,7,7.17,818.16
fancier,7,7.17,739.296
fancies,7,7.17,780.12
fanciful,8,12.41,763.5
fancy,5,7.17,613.5
fancying,8,7.17,882.7830000000001
fanfare,7,11.84,762.5559999999999
fang,4,8.47,746.429
fangs,5,8.47,747.636
fanned,6,5.63,747.4669999999999
fans,4,5.63,629.697
fantasies,9,8.4,710.029
fantastic,9,7.21,661.471
fantasy,7,8.4,689.576
far,3,4.879,654.059
faraway,7,7.44,881.1030000000001
farce,5,12.12,757.308
farces,6,12.12,947.235
fare,4,8.21,600.0319999999999
fares,5,8.21,627.621
farewell,8,8.43,776.833
farfetched,10,12.95,844.4
faring,6,8.21,892.222
farm,4,3.85,604.6669999999999
farmer,6,4.74,598.125
farmers,7,4.74,630.375
farmhand,8,7.89,899.759
farmhouse,9,5.89,639.059
farmhouses,10,5.89,799.414
farming,7,5.37,721.235
farmland,8,7.9,696.853
farmlands,9,7.9,792.8059999999999
farms,5,3.85,722.853
farmstead,9,11.47,871.6669999999999
farmyard,8,6,814.036
farsighted,10,10.33,902.036
fart,4,5.78,694.235
farther,7,4.879,729.5649999999999
farthest,8,4.879,714.545
farthing,8,12.67,775
fascinate,9,10.21,893.0319999999999
fascinated,10,10.21,761.029
fascinates,10,10.21,725.419
fascinating,11,11.22,732.0609999999999
fascination,11,8.63,723.656
fascism,7,14.33,886.2900000000001
fascist,7,14.68,800.968
fascists,8,14.68,876.69
fashion,7,8.2,566.375
fashionable,11,9.67,749.121
fashions,8,8.2,737.677
fast,4,3.739,522.324
fasten,6,7.26,777.8439999999999
fastened,8,7.26,707.333
fastener,8,8.72,777.848
fastening,9,7.26,708.938
fastens,7,7.26,665.625
faster,6,3.739,623.471
fastest,7,3.739,733.1469999999999
fastidious,10,13.21,1106.583
fat,3,5.15,581.0609999999999
fatal,5,9.05,623.086
fatalism,8,13.89,832.906
fatalist,8,14.39,827.8569999999999
fatalities,10,10.26,865.656
fatality,8,10.26,807.9669999999999
fate,4,10.3,622.424
fateful,7,11.12,705.2810000000001
fates,5,10.3,735.429
fathead,7,8.67,883.5790000000001
father,6,4.11,656.171
fathered,8,4.11,687.038
fatherhood,10,8.5,738.727
fathering,9,4.11,826.172
fatherland,10,11.4,785.516
fatherless,10,7.65,772.206
fatherly,8,9.44,779.156
fathers,7,4.11,628.514
fathom,6,11.44,696.16
fathoms,7,11.44,906.444
fatigue,7,11.83,632.114
fatigues,8,11.83,724.576
fats,4,5.15,628.7940000000001
fatso,5,6.72,862.619
fatten,6,7.94,808.933
fattening,9,7.94,753.448
fatter,6,5.15,809.613
fatty,5,6.37,641.3669999999998
faucet,6,6.29,663.484
fault,5,6.94,640.531
faultless,9,10.42,725.3449999999999
faults,6,6.94,683.9689999999999
faulty,6,9.63,637.3119999999999
faun,4,13.72,742.9
fauna,5,12.2,851.8459999999999
favor,5,6.94,615.5619999999999
favorable,9,11.9,745.545
favored,7,6.94,609.3439999999999
favoring,8,6.94,662.824
favorite,8,5.72,640.375
favorites,9,5.72,694.906
favoritism,10,8.58,856.25
favors,6,6.94,628.4519999999999
fawn,4,8.4,741.8119999999999
fawned,6,8.4,698.214
fawning,7,8.4,779.481
fawns,5,8.4,777.143
faze,4,10.81,710.5
fealty,6,14.43,836.5
fear,4,4.79,588.4689999999999
feared,6,4.79,670.871
fearful,7,7.5,651.3439999999999
fearing,7,4.79,607.853
fearless,8,9.37,643.382
fears,5,4.79,609.4119999999999
fearsome,8,7.78,747.9689999999999
feasibility,11,13,949.138
feasible,8,13.12,768.5
feast,5,7.81,658.824
feasting,8,7.81,795.533
feasts,6,7.81,700.406
feat,4,11.26,672.444
feather,7,4.67,642.258
featherbed,10,9.35,825.621
featherbrained,14,10.29,1131.429
feathered,9,8.11,683.7740000000001
feathers,8,4.67,677.618
featherweight,13,10.67,986.935
feathery,8,8.42,748.1
feats,5,11.26,792.231
feature,7,7,631.9409999999999
featured,8,7,670.265
featureless,11,11.33,885.111
features,8,7,675.2730000000001
featuring,9,7,702.909
fecund,6,16,891
fecundity,9,14.89,1087
fed,3,5.678,653.8119999999999
federal,7,13.5,661.515
federalize,10,13.29,824.161
federals,8,13.5,759.097
federation,10,12.17,756.2760000000001
fedora,6,12.69,775.214
feds,4,5.678,727.2080000000001
fee,3,8.56,633.742
feeble,6,9.39,756.069
feebleminded,12,11.65,890.3499999999999
feed,4,4.17,579.576
feedback,8,10.7,599.129
feedbag,7,9.06,735.133
feeder,6,7.29,709.4519999999999
feeding,7,4.17,745.515
feeds,5,4.17,675.824
feel,4,5.11,593.6469999999999
feeler,6,9.26,854.9549999999999
feelers,7,9.26,800.12
feeling,7,5.305,688.3639999999999
feelings,8,5.305,646.576
feels,5,5.11,660.706
fees,4,8.56,733.9689999999999
feet,4,3.44,573.176
feign,5,13.93,725.0419999999999
feigning,8,13.93,868.25
feint,5,12.73,955.667
feldspar,8,14.82,1147.286
felicitate,10,15.69,949.05
feline,6,8.43,909.609
fell,4,3.28,595.943
fellatio,8,14.93,913.474
felled,6,3.28,783.263
fellow,6,8.89,672.516
fellows,7,8.89,641.697
fellowship,10,10.37,644.758
fellowships,11,10.37,734.75
felon,5,10.71,754.3209999999999
felonious,9,14.06,786.333
felons,6,10.71,709.4689999999999
felony,6,12.45,721.9119999999999
felt,4,6.104,702.594
female,6,5.89,588.3549999999999
females,7,5.89,529.559
feminine,8,8.26,733.727
femininity,10,12.44,914.355
feminism,8,13.06,838.531
feminist,8,12.06,713.182
femme,5,13.71,809.636
femmes,6,13.71,857.2860000000001
femur,5,11.11,913.44
fence,5,6.28,650.265
fenced,6,6.28,728.4119999999999
fencer,6,11.84,786.893
fences,6,6.28,691.6880000000001
fencing,7,10.94,639.75
fend,4,10.18,961.478
fender,6,8.5,723.387
fenders,7,8.5,732.37
fennel,6,13.68,757.643
feral,5,12.93,637.4549999999999
ferment,7,13.2,830.724
fermentation,12,12.59,951.276
fermenting,10,13.2,886.0419999999999
fern,4,8.67,707.0619999999999
ferns,5,8.67,729.875
ferocious,9,9.74,857.615
ferocity,8,12.24,877.2760000000001
ferret,6,8.47,757.4
ferried,7,8,884.222
ferries,7,8,910.88
ferry,5,8,762.25
ferryboat,9,8.63,813.833
ferryman,8,10.62,782.6669999999999
fertile,7,9.32,648
fertility,9,14.45,737.9659999999999
fertilization,13,9.47,754.625
fertilize,9,9.53,783.485
fertilizer,10,7.67,770.059
fertilizers,11,7.67,721.7810000000001
fervency,8,15.08,854
fervent,7,13.24,776.7890000000001
fervor,6,11.75,721.389
fester,6,11.007,825.8209999999999
festival,8,8.39,683.7810000000001
festivals,9,8.39,759.9689999999999
festive,7,8.42,718.484
festivities,11,9.84,888.059
festivity,9,9.84,736.75
fetch,5,6.61,654.7940000000001
fetish,6,13.44,756.2669999999999
fetishism,9,14.94,857.833
feud,4,10.33,736.1880000000001
feudal,6,11.93,766.8569999999999
feudalism,9,12.8,853.9619999999999
feudalistic,11,13.69,1021.5
feuds,5,10.33,722.8209999999999
fever,5,5.84,570.212
fevered,7,9.12,751.8969999999999
feverish,8,8.94,708.8059999999999
few,3,5.998,554.875
fewer,5,5.998,716.133
fiance,6,10.32,722.5519999999999
fiancee,7,8.47,860.107
fiasco,6,11.68,826.889
fib,3,6.5,699.654
fiber,5,10.82,698.586
fibers,6,10.82,614
fibrosis,8,14.94,859.333
fibrous,7,12.47,843.045
fibula,6,13.24,826.1669999999999
fickle,6,11,735.4619999999999
fiction,7,7.22,627
fictional,9,8,701.765
fictionalize,12,11.76,902.742
fictitious,10,9.06,872.731
fiddle,6,8.28,685.484
fiddler,7,8.56,706.655
fiddles,7,8.28,738.8059999999999
fiddling,8,8.28,876.531
fidelity,8,12.82,681.214
fidget,6,8.52,847.231
fidgety,7,7.89,827.633
fief,4,12.67,843.5
field,5,6.1,571.939
fielded,7,6.1,777.938
fielder,7,9.44,830.75
fielders,8,9.44,860.1790000000001
fields,6,6.1,636.529
fieldwork,9,10.8,802
fiend,5,10.39,732.211
fiendish,8,12.05,873.2780000000001
fierce,6,9.04,712.219
fierceness,10,11.11,969.767
fiercest,8,9.04,1112
fiery,5,10.28,739.393
fiesta,6,10.84,737.133
fife,4,11.284,944
fifteen,7,6.104,675.656
fifth,5,5.359,666.241
fifties,7,5.55,830.129
fifty,5,5.55,711.6669999999999
fig,3,8.06,727.828
fight,5,5.47,566.029
fighter,7,6.89,649.545
fighters,8,6.89,673.9689999999999
fighting,8,5.47,676.9409999999999
fights,6,5.47,701.727
figment,7,9.63,780.88
figs,4,8.06,671.133
figural,7,11.85,881.909
figurative,10,13.06,840.3569999999999
figure,6,7.53,613.636
figured,7,7.53,681.727
figurehead,10,12.11,778.333
figures,7,7.53,659.735
figurine,8,9,765.2760000000001
figurines,9,9,867.391
figuring,8,7.53,663.5619999999999
filament,8,11.29,909.28
filaments,9,11.29,759.615
filbert,7,13.73,776.875
filberts,8,13.73,856
file,4,8.21,628.0880000000001
filed,5,8.21,664.0880000000001
files,5,8.21,653.677
filets,6,9.89,933.909
filial,6,15.29,744.889
filibuster,10,14.87,848.4
filigree,8,13.06,915.4
fill,4,5.06,602.7880000000001
filled,6,5.06,670.875
filler,6,8.83,694.5
fillet,6,10.95,759.935
fillies,7,10,1009.333
filling,7,6.819,673.0880000000001
fillings,8,6.819,672.4830000000001
fills,5,5.06,624.8969999999999
filly,5,10,932.667
film,4,6.95,682.97
filmed,6,6.95,731.69
filming,7,6.95,679.156
films,5,6.95,577.156
filmstrip,9,10,694.143
filmy,5,11.41,857.222
filter,6,8.05,702.97
filtered,8,8.05,767.182
filtering,9,8.05,789.6669999999999
filters,7,8.05,652.5880000000001
filth,5,7.45,724.435
filthy,6,7.17,744.242
filtration,10,11.42,830.8
fin,3,7.3,809.4
final,5,6.58,588.97
finale,6,7.74,780.594
finalist,8,8.56,612.625
finalists,9,8.56,752.697
finality,8,12.5,683.08
finalize,8,10.3,706.833
finals,6,6.58,585.094
finance,7,12.52,656.324
financed,8,12.52,724.3669999999998
finances,8,12.52,836.529
financial,9,11.16,687.548
financier,9,14,887.4169999999999
finch,5,8.907,737.393
find,4,5.78,619.5619999999999
finder,6,6.06,652.1940000000001
finders,7,6.06,727.3209999999999
finding,7,5.78,588.5880000000001
finds,5,5.78,584.625
fine,4,7.44,596.548
fined,5,7.44,647.3
fineness,8,10,1041.909
finer,5,7.44,877.731
finery,6,11.47,757
fines,5,7.44,645.9659999999999
finesse,7,12.39,811.4780000000001
finest,6,7.44,630.8669999999998
finger,6,3.43,642.353
fingerboard,11,11.65,845.9689999999999
fingered,8,3.43,737.219
fingering,9,3.43,767.909
fingernail,10,4,829.515
fingernails,11,4,753.576
fingerprint,11,7.56,818.3549999999999
fingerprinting,14,7.56,876.3119999999999
fingerprints,12,7.56,797.676
fingers,7,3.43,636.161
fingertip,9,6,720.324
fingertips,10,6,666.235
finicky,7,9.47,879.833
finis,5,13.89,1253
finish,6,6.32,617.594
finished,8,6.32,639.765
finisher,8,10.42,802.25
finishes,8,6.32,708.545
finishing,9,6.32,787.176
finite,6,12.84,788.3449999999999
fink,4,7.27,938
fins,4,7.3,715.519
fir,3,8.75,870.933
fire,4,3.25,545.1880000000001
firearm,7,9.94,732.25
firearms,8,9.94,712.3209999999999
fireball,8,8.58,639.176
firebomb,8,10.32,656.636
firebox,7,9.47,752.727
firebrand,9,12.29,836.8459999999999
firebreaks,10,13.75,805.484
firebug,7,7.94,804.559
firecracker,11,5.56,792.258
firecrackers,12,5.56,748.1669999999999
fired,5,3.25,708.8439999999999
firefly,7,6.39,648.581
firehouses,10,5.95,822.5880000000001
firelight,9,9.17,845.536
fireman,7,5.05,678.121
firemen,7,5.05,749.8059999999999
fireplace,9,7.37,533.636
fireplaces,10,7.37,776.6669999999999
firepower,9,9.21,726.853
fireproof,9,8.72,753.559
fires,5,3.25,632.9409999999999
fireside,8,9.39,744.1030000000001
firestorm,9,12.75,735.879
firewater,9,11,713.5169999999999
firewood,8,6.61,627.033
fireworks,9,4.954,605.333
firing,6,3.25,740.571
firm,4,11.17,554.206
firmament,9,13.06,841.714
firmer,6,11.17,760.929
firmness,8,9.12,728.1669999999999
firms,5,11.17,686.686
first,5,4.389,537.3549999999999
firstborn,9,8.83,726.424
fiscal,6,14.89,820.214
fish,4,4.05,574.71
fishbone,8,7.639,726.618
fisherman,9,5.16,798.8439999999999
fishermen,9,5.16,787.3119999999999
fishery,7,9.95,720.069
fishes,6,4.05,636.0649999999999
fishing,7,4.72,610.576
fishmonger,10,13.65,897.55
fishmongers,11,13.65,1007.174
fishpond,8,6.94,795.6669999999999
fishy,5,6.72,655.394
fission,7,14.72,881.739
fissure,7,14.47,782.6669999999999
fist,4,4.58,782.2900000000001
fisticuffs,10,14.5,1000
fists,5,4.58,773.5669999999999
fit,3,5.74,618.133
fitful,6,12.38,842.8
fitness,7,8.74,691.0319999999999
fits,4,5.74,726.3439999999999
fitted,6,5.74,635.5669999999999
fittest,7,5.74,706.0669999999999
five,4,4.506,642.394
fives,5,4.506,786.545
fix,3,5,574.1940000000001
fixate,6,12.47,862.097
fixation,8,11.33,730.433
fixations,9,11.33,845.516
fixed,5,5,572.1519999999999
fixers,6,8,645.094
fixing,6,5,671.125
fixture,7,8.53,616
fixtures,8,8.53,705.939
fizz,4,7.06,799.2860000000001
fizzle,6,8.56,654.7740000000001
fizzled,7,8.56,819.375
fizzy,5,6.5,667.069
fjord,5,12.41,906.714
fjords,6,12.41,890
flabby,6,8.9,747.8969999999999
flaccid,7,14.94,900.947
flag,4,5.33,533.697
flagellation,12,15.87,1138.1
flagpole,8,6.44,695.4
flagpoles,9,6.44,693.8669999999998
flagrant,8,11.59,854.212
flags,5,5.33,695.735
flagship,8,13.12,770.548
flagstaff,9,11.33,803.033
flagstone,9,11.56,692.406
flail,5,12.19,849.4619999999999
flailed,7,12.19,925.462
flailing,8,12.19,904.591
flair,5,8.907,682.3209999999999
flak,4,13.56,970
flake,5,5.95,616.235
flakes,6,5.95,653.353
flaky,5,9.63,740
flamboyance,11,13.68,861.387
flamboyant,10,12.47,890.677
flame,5,6.25,572.5
flamed,6,6.25,644.161
flamenco,8,14.06,748.375
flames,6,6.25,538.697
flamethrower,12,8.89,832.905
flaming,7,7.32,723.4519999999999
flamingo,8,6.32,764.258
flammable,9,10.06,713.4689999999999
flan,4,12.65,713.8669999999998
flange,6,15.47,981
flank,5,12.15,707.222
flanked,7,12.15,685
flannel,7,9.44,674.818
flannels,8,9.44,711.548
flap,4,7.21,705.5
flapjack,8,8.5,745.323
flapped,7,7.21,646.8569999999999
flapper,7,10.47,676.1469999999999
flappers,8,10.47,747.9669999999999
flapping,8,7.21,757.8389999999999
flare,5,9.84,595.833
flared,6,9.84,685.7930000000001
flares,6,11.45,700.613
flaring,7,9.84,749.214
flash,5,7.42,537.882
flashback,9,10.61,620.559
flashbulb,9,7.78,841.515
flashed,7,7.42,609.03
flasher,7,9.11,642.2860000000001
flashes,7,7.42,602.719
flashing,8,7.42,657.0619999999999
flashlight,10,5.61,697.758
flashy,6,7.74,667.906
flask,5,10.78,713.0669999999999
flat,4,5.68,571.471
flatcar,7,11.69,841.533
flatfoot,8,11.11,735.5669999999999
flathead,8,9.53,726.586
flatness,8,6.95,793.906
flats,5,5.68,604.121
flatten,7,7.05,601.303
flattened,9,7.05,741.719
flattening,10,7.05,837.138
flatter,7,9.53,649.633
flattered,9,12.44,618.424
flattering,10,10.14,733.818
flattery,8,9.61,659.906
flattest,8,5.68,869.448
flattop,7,9.29,937.833
flatulence,10,13.5,913.412
flatulent,9,11.22,955.333
flatus,6,14,854.5
flaunt,6,10.59,728.2810000000001
flaunted,8,10.59,640.636
flaunting,9,10.59,647.5669999999999
flautist,8,12.55,1004.417
flavor,6,6.3,564.7
flavorings,10,7.4,801.829
flavors,7,6.3,653.0609999999999
flaw,4,9.78,635.059
flawless,8,9.33,603.424
flaws,5,9.78,654.8059999999999
flax,4,12.445,688.609
flaxseed,8,15.78,818.933
flay,4,12.29,798.7860000000001
flea,4,7.79,631.71
fleabag,7,8.06,952.862
fleas,5,7.79,744.6
fleck,5,11.41,685.25
fled,4,8.33,678.2860000000001
fledgling,9,14.11,784.5790000000001
flee,4,8.33,680.303
fleece,6,10.2,823.833
fleeing,7,8.33,789.735
flees,5,8.33,807.581
fleet,5,10.74,674.7810000000001
fleets,6,10.74,804.207
flesh,5,8.3,590.176
fleshy,6,12.83,667.485
flew,4,3.05,660.8619999999999
flex,4,8.68,591.031
flexed,6,8.68,669.1030000000001
flexibility,11,9.65,717.3119999999999
flexible,8,7.58,616.0880000000001
flick,5,7.55,594.03
flicked,7,7.55,730.219
flicker,7,10.2,715.71
flickered,9,10.2,689.125
flicking,8,7.55,710.906
flicks,6,7.55,723.4689999999999
flier,5,8.94,805.69
flies,5,3.05,648.333
flight,6,7.47,586.645
flights,7,7.47,648.606
flighty,7,11.94,892.7040000000001
flimsy,6,9.21,801.727
flinch,6,7.89,771.581
flinching,9,7.89,779.387
fling,5,8.95,697.533
flint,5,9.621,663.625
flinty,6,9.15,823.333
flip,4,5.11,597.939
flippant,8,13.88,767.125
flipped,7,5.11,626.242
flipper,7,8.58,602.265
